2007,Atlanta Braves,33826
2007,Colorado Rockies,33754
2007,Los Angeles Dodgers,33254
2007,St. Louis Cardinals,33050
2007,Seattle Mariners,32938
2007,Philadelphia Phillies,32836
2007,Oakland Athletics,32710
2007,Houston Astros,32685
2007,Milwaukee Brewers,32337
2007,Tampa Bay Rays,31580
2007,Washington Nationals,31418
2007,Florida Marlins,31313
2007,Toronto Blue Jays,31228
2007,Los Angeles Angels,31209
2007,Minnesota Twins,30878
2007,Detroit Tigers,30850
2007,Baltimore Orioles,30549
2007,Cleveland Indians,29435
2007,Chicago White Sox,29132
2007,Kansas City Royals,29057
2007,Texas Rangers,28788
2008,Boston Red Sox,38367
2008,Chicago Cubs,36328
2008,New York Mets,35944
2008,San Diego Padres,35798
2008,New York Yankees,35192
2008,Los Angeles Dodgers,34709
2008,Cincinnati Reds,34285
2008,Atlanta Braves,34105
2008,Arizona Diamondbacks,33945
2008,Pittsburgh Pirates,33700
2008,Florida Marlins,33340
2008,Milwaukee Brewers,33236
2008,Philadelphia Phillies,33214
2008,Washington Nationals,32825
2008,Colorado Rockies,32777
2008,St. Louis Cardinals,32342
2008,San Francisco Giants,32269
2008,Houston Astros,32197
2008,Baltimore Orioles,31653
2008,Cleveland Indians,31026
2008,Tampa Bay Rays,30342
2008,Toronto Blue Jays,30262
2008,Chicago White Sox,30253
2008,Oakland Athletics,29943
2008,Kansas City Royals,29926
2008,Seattle Mariners,29822
2008,Texas Rangers,29765
2008,Minnesota Twins,29660
2008,Los Angeles Angels,29621
2008,Detroit Tigers,29308
2009,Chicago Cubs,34930
2009,New York Yankees,34482
2009,Boston Red Sox,33869
2009,Los Angeles Dodgers,33534
2009,San Francisco Giants,32234
2009,St. Louis Cardinals,31815
2009,New York Mets,31809
2009,Atlanta Braves,31612
2009,San Diego Padres,31526
2009,Cincinnati Reds,31492
2009,Washington Nationals,31345
2009,Colorado Rockies,30938
2009,Philadelphia Phillies,30760
2009,Houston Astros,30666
2009,Pittsburgh Pirates,30531
2009,Arizona Diamondbacks,30457
2009,Milwaukee Brewers,30413
2009,Florida Marlins,30385
2009,Detroit Tigers,29622
2009,Oakland Athletics,28956
2009,Chicago White Sox,28723
2009,Tampa Bay Rays,28643
2009,Baltimore Orioles,28108
2009,Cleveland Indians,27843
2009,Minnesota Twins,27801
2009,Kansas City Royals,27799
2009,Texas Rangers,27629
2009,Seattle Mariners,27624
2009,Toronto Blue Jays,27485
2009,Los Angeles Angels,26552
2010,New York Yankees,34939
2010,Los Angeles Dodgers,33806
2010,Philadelphia Phillies,32982
2010,Boston Red Sox,32285
2010,Chicago Cubs,32272
2010,San Francisco Giants,32035
2010,Houston Astros,31866
2010,Arizona Diamondbacks,31838
2010,Colorado Rockies,31502
2010,Atlanta Braves,31203
2010,San Diego Padres,31104
2010,St. Louis Cardinals,30687
2010,Florida Marlins,30684
2010,Milwaukee Brewers,30647
2010,Pittsburgh Pirates,30600
2010,Los Angeles Angels,30257
2010,Cincinnati Reds,29781
2010,Oakland Athletics,29719
2010,Detroit Tigers,29700
2010,Washington Nationals,29665
2010,New York Mets,29318
2010,Cleveland Indians,29205
2010,Seattle Mariners,27809
2010,Toronto Blue Jays,27773
2010,Baltimore Orioles,27687
2010,Minnesota Twins,27350
2010,Kansas City Royals,27338
2010,Tampa Bay Rays,27187
2010,Texas Rangers,26566
2010,Chicago White Sox,26311
2011,New York Yankees,33228
2011,Cincinnati Reds,33120
2011,New York Mets,33079
2011,Philadelphia Phillies,33000
2011,San Diego Padres,32929
2011,Chicago Cubs,32797
2011,San Francisco Giants,32757
2011,Los Angeles Dodgers,32584
2011,Boston Red Sox,31999
2011,Atlanta Braves,31029
2011,Pittsburgh Pirates,30905
2011,Florida Marlins,30834
2011,Cleveland Indians,30671
2011,Milwaukee Brewers,30657
2011,Oakland Athletics,30476
2011,St. Louis Cardinals,30439
2011,Colorado Rockies,30299
2011,Arizona Diamondbacks,30175
2011,Washington Nationals,29484
2011,Kansas City Royals,29257
2011,Chicago White Sox,29256
2011,Minnesota Twins,28949
2011,Texas Rangers,28674
2011,Houston Astros,28588
2011,Tampa Bay Rays,28353
2011,Seattle Mariners,27873
2011,Baltimore Orioles,27819
2011,Toronto Blue Jays,27656
2011,Detroit Tigers,27629
2011,Los Angeles Angels,26125
2012,New York Yankees,34154
2012,New York Mets,33720
2012,Washington Nationals,33116
2012,San Francisco Giants,32889
2012,Los Angeles Dodgers,32640
2012,Chicago Cubs,32485
2012,Colorado Rockies,32301
2012,Arizona Diamondbacks,32292
2012,Atlanta Braves,31936
2012,Philadelphia Phillies,31749
2012,St. Louis Cardinals,31436
2012,San Diego Padres,31422
2012,Pittsburgh Pirates,31307
2012,Houston Astros,31119
2012,Boston Red Sox,31038
2012,Florida Marlins,30986
2012,Los Angeles Angels,30831
2012,Cincinnati Reds,30784
2012,Milwaukee Brewers,30580
2012,Detroit Tigers,30539
2012,Tampa Bay Rays,30403
2012,Chicago White Sox,29983
2012,Oakland Athletics,29978
2012,Baltimore Orioles,29549
2012,Toronto Blue Jays,29075
2012,Minnesota Twins,28306
2012,Cleveland Indians,28285
2012,Seattle Mariners,28262
2012,Texas Rangers,28209
2012,Kansas City Royals,27447
2013,Los Angeles Dodgers,35348
2013,San Francisco Giants,34977
2013,New York Yankees,33632
2013,Pittsburgh Pirates,33488
2013,Arizona Diamondbacks,33054
2013,Boston Red Sox,33045
2013,Cincinnati Reds,32890
2013,Colorado Rockies,32669
2013,St. Louis Cardinals,32374
2013,San Diego Padres,32212
2013,Chicago Cubs,32159
2013,Milwaukee Brewers,31094
2013,Atlanta Braves,30845
2013,New York Mets,30628
2013,Washington Nationals,30597
2013,Philadelphia Phillies,30463
2013,Tampa Bay Rays,30154
2013,Florida Marlins,30091
2013,Oakland Athletics,29308
2013,Baltimore Orioles,28627
2013,Seattle Mariners,28445
2013,Cleveland Indians,28234
2013,Texas Rangers,28121
2013,Toronto Blue Jays,28039
2013,Detroit Tigers,28024
2013,Los Angeles Angels,27588
2013,Houston Astros,27574
2013,Kansas City Royals,27433
2013,Chicago White Sox,27333
2013,Minnesota Twins,27022
2014,New York Yankees,35512
2014,Los Angeles Dodgers,33830
2014,Pittsburgh Pirates,33316
2014,Chicago Cubs,33096
2014,San Francisco Giants,32936
2014,San Diego Padres,32877
2014,Milwaukee Brewers,32328
2014,New York Mets,32217
2014,Cincinnati Reds,32140
2014,St. Louis Cardinals,32022
2014,Boston Red Sox,31867
2014,Colorado Rockies,31659
2014,Arizona Diamondbacks,31481
2014,Philadelphia Phillies,31136
2014,Atlanta Braves,30804
2014,Washington Nationals,29864
2014,Toronto Blue Jays,29708
2014,Baltimore Orioles,29671
2014,Cleveland Indians,29107
2014,Florida Marlins,28892
2014,Detroit Tigers,28800
2014,Oakland Athletics,28757
2014,Tampa Bay Rays,28685
2014,Chicago White Sox,28519
2014,Los Angeles Angels,28174
2014,Seattle Mariners,28158
2014,Houston Astros,27191
2014,Texas Rangers,27155
2014,Minnesota Twins,26943
2014,Kansas City Royals,26872
2015,Los Angeles Dodgers,34525
2015,Chicago Cubs,34422
2015,San Francisco Giants,34121
2015,Pittsburgh Pirates,33049
2015,Arizona Diamondbacks,32654
2015,Boston Red Sox,32263
2015,Cincinnati Reds,32075
2015,San Diego Padres,31721
2015,Milwaukee Brewers,31634
2015,New York Yankees,31322
2015,St. Louis Cardinals,31317
2015,Colorado Rockies,30962
2015,Philadelphia Phillies,30906
2015,New York Mets,30693
2015,Washington Nationals,30230
2015,Detroit Tigers,29719
2015,Atlanta Braves,29699
2015,Oakland Athletics,29526
2015,Minnesota Twins,29306
2015,Florida Marlins,29215
2015,Cleveland Indians,29150
2015,Texas Rangers,29073
2015,Seattle Mariners,29052
2015,Chicago White Sox,29030
2015,Los Angeles Angels,28958
2015,Baltimore Orioles,28714
2015,Tampa Bay Rays,28189
2015,Houston Astros,28121
2015,Toronto Blue Jays,27762
2015,Kansas City Royals,27681
2016,Chicago Cubs,35052
2016,Los Angeles Dodgers,32959
2016,San Diego Padres,32847
2016,Arizona Diamondbacks,32701
2016,Boston Red Sox,32290
2016,San Francisco Giants,32164
2016,Cincinnati Reds,31895
2016,Baltimore Orioles,31796
2016,Colorado Rockies,31464
2016,St. Louis Cardinals,31092
2016,Milwaukee Brewers,30954
2016,New York Yankees,30940
2016,New York Mets,30791
2016,Philadelphia Phillies,30783
2016,Tampa Bay Rays,30093
2016,Toronto Blue Jays,30065
2016,Pittsburgh Pirates,29999
2016,Washington Nationals,29664
2016,Oakland Athletics,29511
2016,Los Angeles Angels,28676
2016,Florida Marlins,28510
2016,Detroit Tigers,28313
2016,Seattle Mariners,28309
2016,Chicago White Sox,28188
2016,Houston Astros,28041
2016,Atlanta Braves,28026
2016,Kansas City Royals,27979
2016,Texas Rangers,27560
2016,Minnesota Twins,27357
2016,Cleveland Indians,26940
